order_id,region_id,city,courier_id,lng,lat,aoi_id,aoi_type,accept_time,accept_gps_time,accept_gps_lng,accept_gps_lat,delivery_time,delivery_gps_time,delivery_gps_lng,delivery_gps_lat,ds
587175,1,Shanghai,4467,121.52132,31.06591,450,1,08-28 09:59:00,08-28 09:59:00,121.52286,31.10778,08-28 12:46:00,08-28 12:46:00,121.52132,31.06586,828
3659864,1,Shanghai,4467,121.52122,31.06593,450,1,07-02 10:06:00,07-02 10:06:00,121.52285,31.10594,07-02 17:38:00,07-02 17:38:00,121.52139,31.06583,702
564721,1,Shanghai,4467,121.52116,31.0662,450,1,07-18 09:56:00,07-18 09:56:00,121.52281,31.10592,07-18 18:53:00,07-18 18:53:00,121.52121,31.06624,718
1302678,1,Shanghai,4467,121.52113,31.06628,450,1,07-13 10:53:00,07-13 10:53:00,121.52284,31.106,07-13 19:12:00,07-13 19:12:00,121.52115,31.06611,713
3580720,1,Shanghai,4467,121.52105,31.06745,450,1,07-18 09:54:00,07-18 09:54:00,121.52282,31.10606,07-18 17:24:00,07-18 17:24:00,121.52104,31.06735,718
538107,1,Shanghai,4467,121.52139,31.06582,450,1,08-14 10:14:00,08-14 10:14:00,121.52281,31.10602,08-14 18:43:00,08-14 18:43:00,121.52133,31.06584,814
3822236,1,Shanghai,4467,121.52056,31.06571,450,1,08-25 14:20:00,08-25 14:20:00,121.52273,31.10604,08-25 16:21:00,08-25 16:21:00,121.52054,31.06569,825
683913,1,Shanghai,4467,121.52112,31.06612,450,1,07-31 09:06:00,07-31 09:06:00,121.52276,31.10595,07-31 17:44:00,07-31 17:44:00,121.52117,31.06617,731
2703519,1,Shanghai,4467,121.52125,31.0662,450,1,07-15 14:41:00,07-15 14:41:00,121.52289,31.106,07-15 18:42:00,07-15 18:42:00,121.52129,31.06617,715
2290761,1,Shanghai,4467,121.52198,31.06519,450,1,10-06 13:01:00,10-06 13:01:00,121.52285,31.10772,10-06 13:27:00,10-06 13:27:00,121.52193,31.06515,1006
2408460,1,Shanghai,4467,121.52117,31.0669,450,1,07-11 10:35:00,07-11 10:35:00,121.52286,31.10591,07-11 17:28:00,07-11 17:28:00,121.52122,31.06689,711
743039,1,Shanghai,4467,121.52114,31.06696,450,1,09-10 09:46:00,09-10 09:46:00,121.5229,31.10787,09-10 13:44:00,09-10 13:44:00,121.52125,31.06685,910
4442569,1,Shanghai,4467,121.52125,31.06584,450,1,07-18 09:57:00,07-18 09:57:00,121.52271,31.10603,07-18 17:44:00,07-18 17:44:00,121.52128,31.06593,718
2453920,1,Shanghai,4467,121.52122,31.06596,450,1,08-13 13:28:00,08-13 13:28:00,121.52289,31.10601,08-13 17:47:00,08-13 17:47:00,121.52126,31.0659,813
4046453,1,Shanghai,4467,121.52122,31.06594,450,1,07-24 09:31:00,07-24 09:31:00,121.52275,31.10591,07-24 17:46:00,07-24 17:46:00,121.52133,31.06589,724
2867322,1,Shanghai,4467,121.52197,31.06505,450,1,09-27 14:41:00,09-27 14:41:00,121.52291,31.10784,09-27 15:49:00,09-27 15:49:00,121.522,31.06501,927
1447063,1,Shanghai,4467,121.52113,31.06696,450,1,10-04 09:40:00,10-04 09:40:00,121.52293,31.10788,10-04 11:50:00,10-04 11:50:00,121.52124,31.06695,1004
431433,1,Shanghai,4467,121.52122,31.0659,450,1,08-24 10:28:00,08-24 10:28:00,121.52281,31.10591,08-24 17:40:00,08-24 17:40:00,121.52123,31.06594,824
3915667,1,Shanghai,4467,121.52127,31.06695,450,1,10-04 09:40:00,10-04 09:40:00,121.52297,31.10782,10-04 11:56:00,10-04 11:56:00,121.52126,31.06688,1004
990037,1,Shanghai,4467,121.52118,31.06624,450,1,07-25 09:50:00,07-25 09:50:00,121.52282,31.10594,07-25 18:45:00,07-25 18:45:00,121.52122,31.06623,725
3034037,1,Shanghai,4467,121.52119,31.06618,450,1,07-22 09:36:00,07-22 09:36:00,121.5228,31.106,07-22 14:54:00,07-22 14:54:00,121.52127,31.06614,722
3776093,1,Shanghai,4467,121.5215,31.06547,450,1,09-21 09:20:00,09-21 09:20:00,121.52292,31.10789,09-21 17:51:00,09-21 17:51:00,121.52156,31.06549,921
1901478,1,Shanghai,4467,121.52116,31.06618,450,1,07-12 15:15:00,07-12 15:15:00,121.52286,31.10597,07-12 19:35:00,07-12 19:35:00,121.52118,31.06624,712
3058052,1,Shanghai,4467,121.52127,31.06627,450,1,07-29 10:00:00,07-29 10:00:00,121.52284,31.10599,07-29 18:50:00,07-29 18:50:00,121.52114,31.06627,729
1979100,1,Shanghai,4467,121.52129,31.06618,450,1,07-17 09:52:00,07-17 09:52:00,121.52276,31.10605,07-17 14:31:00,07-17 14:31:00,121.52115,31.06628,717
3309455,1,Shanghai,4467,121.52129,31.06686,450,1,08-14 10:09:00,08-14 10:09:00,121.52289,31.10593,08-14 13:06:00,08-14 13:06:00,121.52119,31.06686,814
2718770,1,Shanghai,4467,121.522,31.06516,450,1,10-05 18:05:00,10-05 18:05:00,121.5229,31.1078,10-05 20:15:00,10-05 20:15:00,121.52207,31.06511,1005
3029455,1,Shanghai,4467,121.5212,31.06612,450,1,07-18 09:57:00,07-18 09:57:00,121.52271,31.10598,07-18 14:13:00,07-18 14:13:00,121.52118,31.06623,718
1967274,1,Shanghai,4467,121.52191,31.06519,450,1,09-06 15:09:00,09-06 15:09:00,121.52296,31.10773,09-06 16:00:00,09-06 16:00:00,121.52204,31.06519,906
2602281,1,Shanghai,4467,121.52129,31.06696,450,1,07-29 10:00:00,07-29 10:00:00,121.52279,31.10593,07-29 18:05:00,07-29 18:05:00,121.5212,31.06686,729
4391159,1,Shanghai,4467,121.52124,31.06592,450,1,08-28 09:59:00,08-28 09:59:00,121.52295,31.10778,08-28 18:12:00,08-28 18:12:00,121.52124,31.06598,828
3240797,1,Shanghai,4467,121.52139,31.06584,450,1,08-15 09:27:00,08-15 09:27:00,121.52286,31.10596,08-15 17:51:00,08-15 17:51:00,121.52134,31.06587,815
1372981,1,Shanghai,4467,121.52196,31.06513,450,1,09-10 14:31:00,09-10 14:31:00,121.52292,31.10775,09-10 15:39:00,09-10 15:39:00,121.52208,31.06516,910
2414154,1,Shanghai,4467,121.52125,31.06625,450,1,07-17 09:55:00,07-17 09:55:00,121.52281,31.10591,07-17 15:31:00,07-17 15:31:00,121.52112,31.0662,717
3089713,1,Shanghai,4467,121.52154,31.06552,450,1,07-10 09:56:00,07-10 09:56:00,121.52275,31.10602,07-10 13:20:00,07-10 13:20:00,121.52149,31.06556,710
3886706,1,Shanghai,4467,121.52122,31.06697,450,1,08-31 10:05:00,08-31 10:05:00,121.5229,31.10779,08-31 13:34:00,08-31 13:34:00,121.52118,31.0669,831
312606,1,Shanghai,4467,121.52122,31.06592,450,1,07-04 09:47:00,07-04 09:47:00,121.52277,31.10605,07-04 17:32:00,07-04 17:32:00,121.52131,31.0659,704
107381,1,Shanghai,4467,121.5213,31.06593,450,1,07-24 09:31:00,07-24 09:31:00,121.52277,31.10599,07-24 14:23:00,07-24 14:23:00,121.52135,31.06588,724
2789510,1,Shanghai,4467,121.52137,31.06598,450,1,09-17 10:43:00,09-17 10:43:00,121.52299,31.1078,09-17 19:22:00,09-17 19:22:00,121.52135,31.06593,917
2456193,1,Shanghai,4467,121.52112,31.0662,450,1,07-03 09:29:00,07-03 09:29:00,121.52272,31.10594,07-03 17:23:00,07-03 17:23:00,121.52129,31.06612,703
546900,1,Shanghai,4467,121.52129,31.0662,450,1,07-16 14:45:00,07-16 14:45:00,121.52279,31.10609,07-16 17:52:00,07-16 17:52:00,121.52118,31.06616,716
1041845,1,Shanghai,4467,121.52148,31.06556,450,1,07-22 09:39:00,07-22 09:39:00,121.52274,31.10603,07-22 13:22:00,07-22 13:22:00,121.5215,31.06549,722
534128,1,Shanghai,4467,121.52129,31.06681,450,1,09-01 12:42:00,09-01 12:42:00,121.52289,31.10785,09-01 17:44:00,09-01 17:44:00,121.52117,31.06685,901
387406,1,Shanghai,4467,121.52115,31.06683,450,1,07-05 09:55:00,07-05 09:55:00,121.52277,31.10609,07-05 21:16:00,07-05 21:16:00,121.52111,31.06689,705
1402418,1,Shanghai,4467,121.52118,31.06629,450,1,07-02 10:06:00,07-02 10:06:00,121.52283,31.10604,07-02 12:49:00,07-02 12:49:00,121.5212,31.06611,702
579881,1,Shanghai,4467,121.52117,31.06713,450,1,07-17 09:53:00,07-17 09:53:00,121.52274,31.10602,07-17 15:12:00,07-17 15:12:00,121.52104,31.0671,717
1090783,1,Shanghai,4467,121.52201,31.06529,450,1,09-30 17:13:00,09-30 17:13:00,121.52294,31.10774,09-30 18:33:00,09-30 18:33:00,121.52199,31.06513,930
4085401,1,Shanghai,4467,121.52218,31.06522,450,1,09-05 14:30:00,09-05 14:30:00,121.5229,31.10772,09-05 16:30:00,09-05 16:30:00,121.52212,31.06523,905
3329417,1,Shanghai,4467,121.52114,31.06616,450,1,08-07 09:30:00,08-07 09:30:00,121.52276,31.10605,08-07 11:23:00,08-07 11:23:00,121.522,31.06594,807
269172,1,Shanghai,4467,121.52124,31.06587,450,1,09-05 14:04:00,09-05 14:04:00,121.52292,31.10773,09-05 17:32:00,09-05 17:32:00,121.52135,31.06581,905
177943,1,Shanghai,4467,121.52117,31.06614,450,1,07-10 09:56:00,07-10 09:56:00,121.52281,31.10604,07-10 14:23:00,07-10 14:23:00,121.5212,31.06623,710
2232198,1,Shanghai,4467,121.522,31.06518,450,1,09-22 07:30:00,09-22 07:30:00,121.52289,31.10786,09-22 10:13:00,09-22 10:13:00,121.52201,31.06509,922
2922410,1,Shanghai,4467,121.52128,31.06591,450,1,08-14 10:12:00,08-14 10:12:00,121.52275,31.10597,08-14 18:33:00,08-14 18:33:00,121.52131,31.06587,814
4454701,1,Shanghai,4467,121.52122,31.0659,450,1,08-12 13:27:00,08-12 13:27:00,121.52278,31.10605,08-12 18:04:00,08-12 18:04:00,121.52125,31.06599,812
3597065,1,Shanghai,4467,121.52126,31.0662,450,1,07-13 10:56:00,07-13 10:56:00,121.52281,31.10591,07-13 18:24:00,07-13 18:24:00,121.5212,31.06617,713
3668930,1,Shanghai,4467,121.52196,31.0651,450,1,09-24 14:03:00,09-24 14:03:00,121.52298,31.10771,09-24 15:30:00,09-24 15:30:00,121.52193,31.0651,924
467201,1,Shanghai,4467,121.52121,31.06585,450,1,09-27 14:26:00,09-27 14:26:00,121.52293,31.10774,09-27 16:12:00,09-27 16:12:00,121.52122,31.06596,927
874160,1,Shanghai,74,121.53092,31.09535,525,14,08-01 11:09:00,08-01 11:09:00,121.52271,31.10607,08-01 16:09:00,08-01 16:09:00,121.53122,31.11288,801
1255781,1,Shanghai,74,121.53103,31.09542,525,14,06-10 18:02:00,06-10 18:02:00,121.52287,31.10609,06-10 19:06:00,06-10 19:06:00,121.53112,31.11288,610
2599746,1,Shanghai,246,121.53096,31.09569,525,14,07-20 15:07:00,07-20 15:07:00,121.52274,31.10599,07-20 15:19:00,07-20 15:19:00,121.53103,31.09565,720
3204745,1,Shanghai,246,121.53125,31.09554,525,14,10-06 17:07:00,10-06 17:07:00,121.52287,31.10787,10-06 17:18:00,10-06 17:18:00,121.53114,31.09552,1006
1499078,1,Shanghai,246,121.531,31.09545,525,14,09-02 09:34:00,09-02 09:34:00,121.52287,31.10777,09-02 11:37:00,09-02 11:37:00,121.5284,31.06461,902
3238727,1,Shanghai,2621,121.53105,31.09531,525,14,08-05 09:05:00,08-05 09:05:00,121.52288,31.10596,08-05 12:23:00,08-05 12:23:00,121.52197,31.07688,805
9033,1,Shanghai,3443,121.53109,31.0954,525,14,08-11 21:23:00,08-11 21:23:00,121.52284,31.10594,08-11 21:30:00,08-11 21:30:00,121.52284,31.10534,811
2168190,1,Shanghai,4236,121.53109,31.09535,525,14,06-14 10:08:00,06-14 10:08:00,121.52279,31.10603,06-14 12:04:00,06-14 12:04:00,121.52783,31.06353,614
3969505,1,Shanghai,4467,121.52039,31.07307,614,14,08-22 10:03:00,08-22 10:03:00,121.52273,31.10595,08-22 10:43:00,08-22 10:43:00,121.52095,31.07261,822
3513147,1,Shanghai,4467,121.51894,31.07315,614,14,08-19 17:38:00,08-19 17:38:00,121.52273,31.10605,08-19 18:10:00,08-19 18:10:00,121.51891,31.0731,819
2646534,1,Shanghai,4467,121.52101,31.07347,614,14,09-16 17:28:00,09-16 17:28:00,121.52281,31.10775,09-16 17:53:00,09-16 17:53:00,121.52116,31.07345,916
1903585,1,Shanghai,4467,121.51938,31.07289,614,14,07-10 10:04:00,07-10 10:04:00,121.52281,31.10605,07-10 11:35:00,07-10 11:35:00,121.51953,31.07278,710
3234663,1,Shanghai,74,121.51864,31.13254,642,14,07-11 12:04:00,07-11 12:04:00,121.52287,31.10597,07-11 13:28:00,07-11 13:28:00,121.51834,31.13281,711
3251275,1,Shanghai,74,121.51805,31.13245,642,14,09-21 10:29:00,09-21 10:29:00,121.52288,31.10772,09-21 11:27:00,09-21 11:27:00,121.51834,31.13255,921
946950,1,Shanghai,74,121.51959,31.13027,642,14,10-16 09:22:00,10-16 09:22:00,121.52291,31.10774,10-16 10:20:00,10-16 10:20:00,121.52127,31.13408,1016
3806535,1,Shanghai,74,121.51905,31.13225,642,14,10-11 14:02:00,10-11 14:02:00,121.52283,31.10771,10-11 14:47:00,10-11 14:47:00,121.51977,31.1315,1011
202314,1,Shanghai,74,121.51958,31.13023,642,14,09-19 09:28:00,09-19 09:28:00,121.52299,31.10774,09-19 10:26:00,09-19 10:26:00,121.51869,31.13307,919
965179,1,Shanghai,74,121.51932,31.13059,642,14,10-09 13:43:00,10-09 13:43:00,121.52286,31.10784,10-09 14:28:00,10-09 14:28:00,121.51933,31.13057,1009
1246904,1,Shanghai,74,121.51894,31.13223,642,14,09-05 13:43:00,09-05 13:43:00,121.52289,31.10787,09-05 14:20:00,09-05 14:20:00,121.51946,31.13261,905
2854977,1,Shanghai,74,121.51918,31.13045,642,14,06-20 14:22:00,06-20 14:22:00,121.52276,31.10592,06-20 15:07:00,06-20 15:07:00,121.51916,31.13046,620
1387186,1,Shanghai,74,121.51854,31.13274,642,14,09-09 17:51:00,09-09 17:51:00,121.52294,31.10774,09-09 19:06:00,09-09 19:06:00,121.52001,31.13252,909
2677949,1,Shanghai,74,121.51965,31.13142,642,14,10-14 14:43:00,10-14 14:43:00,121.52293,31.10771,10-14 15:43:00,10-14 15:43:00,121.51964,31.13154,1014
1619213,1,Shanghai,74,121.51803,31.13259,642,14,10-02 08:50:00,10-02 08:50:00,121.52296,31.10776,10-02 09:41:00,10-02 09:41:00,121.5177,31.13214,1002
4253094,1,Shanghai,74,121.51793,31.1325,642,14,08-16 14:34:00,08-16 14:34:00,121.5228,31.10592,08-16 15:31:00,08-16 15:31:00,121.5179,31.13252,816
4468285,1,Shanghai,74,121.51956,31.13018,642,14,08-11 12:17:00,08-11 12:17:00,121.52288,31.10603,08-11 13:20:00,08-11 13:20:00,121.51569,31.12879,811
1901571,1,Shanghai,74,121.518,31.1325,642,14,09-06 12:04:00,09-06 12:04:00,121.52284,31.10775,09-06 13:10:00,09-06 13:10:00,121.51804,31.13231,906
2282209,1,Shanghai,74,121.51802,31.1325,642,14,10-04 09:23:00,10-04 09:23:00,121.52281,31.10772,10-04 10:08:00,10-04 10:08:00,121.51781,31.13246,1004
2199168,1,Shanghai,74,121.51966,31.13013,642,14,08-16 14:32:00,08-16 14:32:00,121.52287,31.106,08-16 15:42:00,08-16 15:42:00,121.51672,31.12849,816
168166,1,Shanghai,74,121.51917,31.13045,642,14,06-13 14:35:00,06-13 14:35:00,121.52274,31.10592,06-13 17:27:00,06-13 17:27:00,121.51927,31.13053,613
2202111,1,Shanghai,74,121.5195,31.13038,642,14,10-23 08:29:00,10-23 08:29:00,121.52289,31.10784,10-23 14:16:00,10-23 14:16:00,121.51935,31.13142,1023
4468637,1,Shanghai,74,121.51965,31.13026,642,14,09-15 12:08:00,09-15 12:08:00,121.52286,31.10787,09-15 12:32:00,09-15 12:32:00,121.5191,31.13273,915
4394122,1,Shanghai,74,121.51967,31.13017,642,14,09-26 11:11:00,09-26 11:11:00,121.52296,31.10776,09-26 11:50:00,09-26 11:50:00,121.51598,31.12916,926
4504305,1,Shanghai,74,121.51808,31.13258,642,14,10-06 08:46:00,10-06 08:46:00,121.52284,31.1078,10-06 09:28:00,10-06 09:28:00,121.51785,31.13234,1006
1978884,1,Shanghai,74,121.518,31.13259,642,14,09-11 09:42:00,09-11 09:42:00,121.52296,31.10788,09-11 10:55:00,09-11 10:55:00,121.51783,31.13237,911
1386178,1,Shanghai,74,121.51967,31.1302,642,14,09-05 13:41:00,09-05 13:41:00,121.52282,31.10784,09-05 14:34:00,09-05 14:34:00,121.51581,31.12918,905
1942273,1,Shanghai,74,121.51914,31.13052,642,14,06-12 12:18:00,06-12 12:18:00,121.52287,31.10591,06-12 14:16:00,06-12 14:16:00,121.51924,31.1307,612
4144474,1,Shanghai,74,121.51953,31.13028,642,14,08-07 11:08:00,08-07 11:08:00,121.52284,31.10599,08-07 12:32:00,08-07 12:32:00,121.51612,31.12852,807
76773,1,Shanghai,74,121.51857,31.13284,642,14,06-14 12:04:00,06-14 12:04:00,121.52284,31.10593,06-14 13:06:00,06-14 13:06:00,121.51987,31.13269,614
629428,1,Shanghai,74,121.51966,31.13089,642,14,09-24 08:36:00,09-24 08:36:00,121.52289,31.10787,09-24 09:41:00,09-24 09:41:00,121.51989,31.13082,924
2969426,1,Shanghai,74,121.51957,31.13011,642,14,06-11 17:06:00,06-11 17:06:00,121.52281,31.106,06-11 18:27:00,06-11 18:27:00,121.51543,31.1291,611
955279,1,Shanghai,74,121.5196,31.13028,642,14,09-16 09:13:00,09-16 09:13:00,121.5229,31.1078,09-16 10:11:00,09-16 10:11:00,121.51913,31.13282,916
858052,1,Shanghai,74,121.51953,31.13018,642,14,07-25 11:34:00,07-25 11:34:00,121.52289,31.10602,07-25 12:28:00,07-25 12:28:00,121.51806,31.13063,725
1817166,1,Shanghai,74,121.51952,31.13028,642,14,07-09 15:06:00,07-09 15:06:00,121.52277,31.10602,07-09 16:20:00,07-09 16:20:00,121.5162,31.12853,709
3687044,1,Shanghai,74,121.51919,31.13245,642,14,10-29 11:07:00,10-29 11:07:00,121.52292,31.10775,10-29 12:05:00,10-29 12:05:00,121.51919,31.13241,1029
799696,1,Shanghai,74,121.51933,31.13056,642,14,09-06 14:02:00,09-06 14:02:00,121.52288,31.10776,09-06 15:06:00,09-06 15:06:00,121.51932,31.13057,906
2720739,1,Shanghai,74,121.51914,31.13058,642,14,06-14 12:04:00,06-14 12:04:00,121.52272,31.10594,06-14 12:54:00,06-14 12:54:00,121.51925,31.13067,614
3522302,1,Shanghai,74,121.51766,31.13313,642,14,06-18 15:07:00,06-18 15:07:00,121.52276,31.10609,06-18 16:02:00,06-18 16:02:00,121.51931,31.13348,618
2339586,1,Shanghai,74,121.51906,31.13052,642,14,10-13 10:37:00,10-13 10:37:00,121.52296,31.10782,10-13 11:15:00,10-13 11:15:00,121.51907,31.13057,1013
2287542,1,Shanghai,74,121.51961,31.13011,642,14,10-19 09:00:00,10-19 09:00:00,121.52282,31.10779,10-19 09:46:00,10-19 09:46:00,121.51583,31.12915,1019
1212356,1,Shanghai,74,121.51894,31.13226,642,14,07-16 13:53:00,07-16 13:53:00,121.52275,31.10609,07-16 14:38:00,07-16 14:38:00,121.51943,31.13149,716
2397666,1,Shanghai,74,121.52004,31.1305,642,14,09-22 17:13:00,09-22 17:13:00,121.52295,31.10783,09-22 17:28:00,09-22 17:28:00,121.51992,31.13057,922
4230231,1,Shanghai,74,121.51856,31.13276,642,14,09-23 17:32:00,09-23 17:32:00,121.52286,31.1078,09-23 17:58:00,09-23 17:58:00,121.51858,31.13265,923
43434,1,Shanghai,74,121.5196,31.13014,642,14,07-24 11:11:00,07-24 11:11:00,121.52287,31.10598,07-24 11:37:00,07-24 11:37:00,121.51552,31.12888,724
1929981,1,Shanghai,74,121.51944,31.13074,642,14,09-04 18:12:00,09-04 18:12:00,121.52289,31.10783,09-04 18:46:00,09-04 18:46:00,121.5195,31.13063,904
322011,1,Shanghai,74,121.51893,31.13069,642,14,08-15 14:19:00,08-15 14:19:00,121.52278,31.10596,08-15 14:42:00,08-15 14:42:00,121.51905,31.13068,815
1592830,1,Shanghai,74,121.51961,31.13022,642,14,07-05 09:48:00,07-05 09:48:00,121.52287,31.10602,07-05 11:22:00,07-05 11:22:00,121.51948,31.13045,705
2784078,1,Shanghai,74,121.51811,31.13154,642,14,08-31 10:56:00,08-31 10:56:00,121.52296,31.10771,08-31 12:00:00,08-31 12:00:00,121.51818,31.13205,831
52657,1,Shanghai,74,121.51953,31.13027,642,14,07-29 12:11:00,07-29 12:11:00,121.52281,31.10608,07-29 13:37:00,07-29 13:37:00,121.52755,31.13432,729
806581,1,Shanghai,74,121.51823,31.13255,642,14,08-21 09:53:00,08-21 09:53:00,121.52271,31.10607,08-21 10:53:00,08-21 10:53:00,121.5195,31.13333,821
2469781,1,Shanghai,74,121.51968,31.13029,642,14,09-29 09:04:00,09-29 09:04:00,121.52288,31.1078,09-29 09:51:00,09-29 09:51:00,121.51834,31.13279,929
2361302,1,Shanghai,74,121.5191,31.13052,642,14,09-22 12:06:00,09-22 12:06:00,121.52292,31.10774,09-22 13:10:00,09-22 13:10:00,121.51924,31.13058,922
