delivery_id,source_lat,source_lng,dest_lat,dest_lng,distance_km,vehicle_type,driver_id,package_weight_kg,order_time,scheduled_delivery_time,actual_delivery_time,traffic_level,weather_condition,road_type,delayed
2705867,31.10597,121.52282,31.06586,121.52135,4.4622247350970365,ev van,4467,43.14431071886084,2024-07-23 09:57:00,2024-07-23 10:44:50.933936421,2024-07-23 17:29:00,High,hot,Highway,1
587175,31.10778,121.52286,31.06591,121.52132,4.658040581660253,ev van,4467,8.619462896149212,2024-08-28 09:59:00,2024-08-28 10:47:37.929739597,2024-08-28 12:46:00,High,rainy,Highway,1
3659864,31.10594,121.52285,31.06593,121.52122,4.4516159422885835,truck,4467,30.126596285178156,2024-07-02 10:06:00,2024-07-02 10:53:48.387826150,2024-07-02 17:38:00,High,hot,Highway,1
564721,31.10592,121.52281,31.0662,121.52116,4.419456459219907,van,4467,46.095771401135,2024-07-18 09:56:00,2024-07-18 10:43:40.669550214,2024-07-18 18:53:00,High,rainy,Highway,1
1302678,31.106,121.52284,31.06628,121.52113,4.419663276469843,ev bike,4467,3.6475162038852305,2024-07-13 10:53:00,2024-07-13 11:40:40.719186351,2024-07-13 19:12:00,High,stormy,Highway,1
3580720,31.10606,121.52282,31.06745,121.52105,4.296543421005009,truck,4467,26.2520424140332,2024-07-18 09:54:00,2024-07-18 10:41:11.170421041,2024-07-18 17:24:00,High,hot,Highway,1
538107,31.10602,121.52281,31.06582,121.52139,4.4720808635468,scooter,4467,26.928656780892915,2024-08-14 10:14:00,2024-08-14 11:01:53.299407249,2024-08-14 18:43:00,High,rainy,Highway,1
3822236,31.10604,121.52273,31.06571,121.52056,4.489249819225862,ev bike,4467,6.8331389007621075,2024-08-25 14:20:00,2024-08-25 15:07:57.419956615,2024-08-25 16:21:00,Medium,clear,Highway,1
683913,31.10595,121.52276,31.06612,121.52112,4.431646531167099,scooter,4467,30.599528010989232,2024-07-31 09:06:00,2024-07-31 09:53:43.595167480,2024-07-31 17:44:00,High,rainy,Highway,1
2703519,31.106,121.52289,31.0662,121.52125,4.428312753137405,ev bike,4467,41.18486578817218,2024-07-15 14:41:00,2024-07-15 15:28:42.795060752,2024-07-15 18:42:00,Medium,clear,Highway,1
2290761,31.10772,121.52285,31.06519,121.52198,4.729845846569552,ev van,4467,46.81452519914002,2024-10-06 13:01:00,2024-10-06 13:49:55.163003176,2024-10-06 13:27:00,Medium,clear,Highway,0
2408460,31.10591,121.52286,31.0669,121.52117,4.340698411377908,van,4467,21.562868864387045,2024-07-11 10:35:00,2024-07-11 11:22:21.767618731,2024-07-11 17:28:00,High,stormy,Highway,1
743039,31.10787,121.5229,31.06696,121.52114,4.552070741322435,bike,4467,61.091192005840625,2024-09-10 09:46:00,2024-09-10 10:34:12.496977918,2024-09-10 13:44:00,High,hot,Highway,1
4442569,31.10603,121.52271,31.06584,121.52125,4.471086246197309,van,4467,4.424333103926813,2024-07-18 09:57:00,2024-07-18 10:44:53.060699086,2024-07-18 17:44:00,High,rainy,Highway,1
2453920,31.10601,121.52289,31.06596,121.52122,4.456195342887049,bike,4467,30.264255451224557,2024-08-13 13:28:00,2024-08-13 14:15:49.486882293,2024-08-13 17:47:00,Medium,clear,Highway,1
4046453,31.10591,121.52275,31.06594,121.52122,4.446848667528023,bike,4467,4.853116488137216,2024-07-24 09:31:00,2024-07-24 10:18:47.243680206,2024-07-24 17:46:00,High,rainy,Highway,1
2867322,31.10784,121.52291,31.06505,121.52197,4.758872834092837,van,4467,26.441701524854658,2024-09-27 14:41:00,2024-09-27 15:30:02.129480184,2024-09-27 15:49:00,Medium,hot,Highway,1
1447063,31.10788,121.52293,31.06696,121.52113,4.553323731788278,ev van,4467,17.646795400671568,2024-10-04 09:40:00,2024-10-04 10:28:12.797695630,2024-10-04 11:50:00,High,rainy,Highway,1
431433,31.10591,121.52281,31.0659,121.52122,4.451484756681653,truck,4467,32.42904894311543,2024-08-24 10:28:00,2024-08-24 11:15:48.356341602,2024-08-24 17:40:00,High,stormy,Highway,1
3915667,31.10782,121.52297,31.06695,121.52127,4.547418985771484,ev van,4467,23.322791380383855,2024-10-04 09:40:00,2024-10-04 10:28:11.380556584,2024-10-04 11:56:00,High,stormy,Highway,1
990037,31.10594,121.52282,31.06624,121.52118,4.417200195444533,ev van,4467,13.277609318994596,2024-07-25 09:50:00,2024-07-25 10:37:40.128046908,2024-07-25 18:45:00,High,rainy,Highway,1
3034037,31.106,121.5228,31.06618,121.52119,4.430435490605934,bike,4467,14.221533207588596,2024-07-22 09:36:00,2024-07-22 10:23:43.304517744,2024-07-22 14:54:00,High,hot,Highway,1
3776093,31.10789,121.52292,31.06547,121.5215,4.718826602033819,ev van,4467,52.9127568416571,2024-09-21 09:20:00,2024-09-21 10:08:52.518384489,2024-09-21 17:51:00,High,cold,Highway,1
1901478,31.10597,121.52286,31.06618,121.52116,4.4274067287223495,ev bike,4467,31.518740721665942,2024-07-12 15:15:00,2024-07-12 16:02:42.577614891,2024-07-12 19:35:00,High,hot,Highway,1
3058052,31.10599,121.52284,31.06627,121.52127,4.4191921684686655,van,4467,0.688583866898545,2024-07-29 10:00:00,2024-07-29 10:47:40.606120431,2024-07-29 18:50:00,High,stormy,Highway,1
1979100,31.10605,121.52276,31.06618,121.52129,4.435551157172534,ev bike,4467,33.05998093949702,2024-07-17 09:52:00,2024-07-17 10:39:44.532277720,2024-07-17 14:31:00,High,rainy,Highway,1
3309455,31.10593,121.52289,31.06686,121.52129,4.347056704112181,van,4467,22.348654248476027,2024-08-14 10:09:00,2024-08-14 10:56:23.293608986,2024-08-14 13:06:00,High,foggy,Highway,1
2718770,31.1078,121.5229,31.06516,121.522,4.742126186341181,scooter,4467,25.212009069841137,2024-10-05 18:05:00,2024-10-05 18:53:58.110284721,2024-10-05 20:15:00,Very High,hot,Highway,1
3029455,31.10598,121.52271,31.06612,121.5212,4.4345616407487976,van,4467,36.92659416598789,2024-07-18 09:57:00,2024-07-18 10:44:44.294793781,2024-07-18 14:13:00,High,clear,Highway,1
1967274,31.10773,121.52296,31.06519,121.52191,4.731288826236614,truck,4467,42.147290088044116,2024-09-06 15:09:00,2024-09-06 15:57:55.509318295,2024-09-06 16:00:00,High,rainy,Highway,1
2602281,31.10593,121.52279,31.06696,121.52129,4.335619885368772,scooter,4467,12.805906949437945,2024-07-29 10:00:00,2024-07-29 10:47:20.548772487,2024-07-29 18:05:00,High,foggy,Highway,1
4391159,31.10778,121.52295,31.06592,121.52124,4.657467064476773,van,4467,24.718549794968887,2024-08-28 09:59:00,2024-08-28 10:47:37.792095472,2024-08-28 18:12:00,High,stormy,Highway,1
3240797,31.10596,121.52286,31.06584,121.52139,4.463336137910444,bike,4467,17.299012651893637,2024-08-15 09:27:00,2024-08-15 10:14:51.200673097,2024-08-15 17:51:00,High,cold,Highway,1
1372981,31.10775,121.52292,31.06513,121.52196,4.740009402928017,ev bike,4467,33.7220091254578,2024-09-10 14:31:00,2024-09-10 15:19:57.602256703,2024-09-10 15:39:00,Medium,cold,Highway,1
2414154,31.10591,121.52281,31.06625,121.52125,4.412492138286609,truck,4467,21.80799262072888,2024-07-17 09:55:00,2024-07-17 10:42:38.998113187,2024-07-17 15:31:00,High,hot,Highway,1
3089713,31.10602,121.52275,31.06552,121.52154,4.5048683618173975,ev bike,4467,25.566202253507164,2024-07-10 09:56:00,2024-07-10 10:44:01.168406834,2024-07-10 13:20:00,High,stormy,Highway,1
3886706,31.10779,121.5229,31.06697,121.52122,4.541795285769174,ev van,4467,21.262381909676378,2024-08-31 10:05:00,2024-08-31 10:53:10.030868586,2024-08-31 13:34:00,High,hot,Highway,1
312606,31.10605,121.52277,31.06592,121.52122,4.464692896408401,truck,4467,23.621102045166694,2024-07-04 09:47:00,2024-07-04 10:34:51.526295138,2024-07-04 17:32:00,High,hot,Highway,1
107381,31.10599,121.52277,31.06593,121.5213,4.456667726503939,van,4467,49.63945340296778,2024-07-24 09:31:00,2024-07-24 10:18:49.600254361,2024-07-24 14:23:00,High,stormy,Highway,1
2789510,31.1078,121.52299,31.06598,121.52137,4.6527299460558815,ev bike,4467,59.49801088591104,2024-09-17 10:43:00,2024-09-17 11:31:36.655187054,2024-09-17 19:22:00,High,cold,Highway,1
2456193,31.10594,121.52272,31.0662,121.52112,4.421512319273511,truck,4467,30.564206807467585,2024-07-03 09:29:00,2024-07-03 10:16:41.162956627,2024-07-03 17:23:00,High,foggy,Highway,1
546900,31.10609,121.52279,31.0662,121.52129,4.437864978904489,truck,4467,23.709465525610366,2024-07-16 14:45:00,2024-07-16 15:32:45.087594936,2024-07-16 17:52:00,Medium,rainy,Highway,1
1041845,31.10603,121.52274,31.06556,121.52148,4.501657996359084,truck,4467,2.218730744026034,2024-07-22 09:39:00,2024-07-22 10:27:00.397919127,2024-07-22 13:22:00,High,clear,Highway,1
534128,31.10785,121.52289,31.06681,121.52129,4.565982523383359,truck,4467,14.219704762932329,2024-09-01 12:42:00,2024-09-01 13:30:15.835805611,2024-09-01 17:44:00,Medium,rainy,Highway,1
387406,31.10609,121.52277,31.06683,121.52115,4.368237662835889,ev bike,4467,23.324870214351133,2024-07-05 09:55:00,2024-07-05 10:42:28.377039080,2024-07-05 21:16:00,High,clear,Highway,1
1402418,31.10604,121.52283,31.06629,121.52118,4.422790193523911,scooter,4467,14.871395173154843,2024-07-02 10:06:00,2024-07-02 10:53:41.469646444,2024-07-02 12:49:00,High,cold,Highway,1
579881,31.10602,121.52274,31.06713,121.52117,4.326954312374169,ev bike,4467,16.38243908695241,2024-07-17 09:53:00,2024-07-17 10:40:18.469034970,2024-07-17 15:12:00,High,stormy,Highway,1
1090783,31.10774,121.52294,31.06529,121.52201,4.721055340843353,ev van,4467,47.782138015200566,2024-09-30 17:13:00,2024-09-30 18:01:53.053281802,2024-09-30 18:33:00,Very High,cold,Highway,1
4085401,31.10772,121.5229,31.06522,121.52218,4.726281718906033,bike,4467,25.559583099532727,2024-09-05 14:30:00,2024-09-05 15:18:54.307612537,2024-09-05 16:30:00,Medium,cold,Highway,1
3329417,31.10605,121.52276,31.06616,121.52114,4.4382474782393295,van,4467,26.8444458646677,2024-08-07 09:30:00,2024-08-07 10:17:45.179394777,2024-08-07 11:23:00,High,rainy,Highway,1
269172,31.10773,121.52292,31.06587,121.52124,4.657368062986962,ev bike,4467,15.458680654096499,2024-09-05 14:04:00,2024-09-05 14:52:37.768335116,2024-09-05 17:32:00,Medium,foggy,Highway,1
177943,31.10604,121.52281,31.06614,121.52117,4.439425346715977,van,4467,42.06564089427646,2024-07-10 09:56:00,2024-07-10 10:43:45.462083211,2024-07-10 14:23:00,High,rainy,Highway,1
2232198,31.10786,121.52289,31.06518,121.522,4.746556158600643,van,4467,22.091426937647995,2024-09-22 07:30:00,2024-09-22 08:18:59.173478064,2024-09-22 10:13:00,Very High,foggy,Highway,1
2922410,31.10597,121.52275,31.06591,121.52128,4.4566677274293465,truck,4467,17.661783136837755,2024-08-14 10:12:00,2024-08-14 10:59:49.600254584,2024-08-14 18:33:00,High,foggy,Highway,1
4454701,31.10605,121.52278,31.0659,121.52122,4.4669471477546825,bike,4467,2.432621850472163,2024-08-12 13:27:00,2024-08-12 14:14:52.067315461,2024-08-12 18:04:00,Medium,rainy,Highway,1
3597065,31.10591,121.52281,31.0662,121.52126,4.418016821541717,ev van,4467,24.26794479386397,2024-07-13 10:56:00,2024-07-13 11:43:40.324037168,2024-07-13 18:24:00,High,stormy,Highway,1
3668930,31.10771,121.52298,31.0651,121.52196,4.739011323521558,scooter,4467,17.213562226961336,2024-09-24 14:03:00,2024-09-24 14:51:57.362717646,2024-09-24 15:30:00,Medium,clear,Highway,1
467201,31.10774,121.52293,31.06585,121.52121,4.660834244128139,ev bike,4467,49.351056233716086,2024-09-27 14:26:00,2024-09-27 15:14:38.600218591,2024-09-27 16:12:00,Medium,rainy,Highway,1
874160,31.10607,121.52271,31.09535,121.53092,1.42545606058276,truck,74,51.6402564749292,2024-08-01 11:09:00,2024-08-01 11:44:42.109454540,2024-08-01 16:09:00,Medium,hot,City,1
1255781,31.10609,121.52287,31.09542,121.53103,1.4181963309925927,truck,74,7.396568484741227,2024-06-10 18:02:00,2024-06-10 18:37:40.367119437,2024-06-10 19:06:00,Very High,cold,City,1
2599746,31.10599,121.52274,31.09569,121.53096,1.3871754188407397,bike,246,9.022055912795478,2024-07-20 15:07:00,2024-07-20 15:42:32.922100521,2024-07-20 15:19:00,High,hot,City,0
3204745,31.10787,121.52287,31.09554,121.53125,1.586292622010521,truck,246,21.175553888067988,2024-10-06 17:07:00,2024-10-06 17:43:20.710229281,2024-10-06 17:18:00,Very High,stormy,City,0
1499078,31.10777,121.52287,31.09545,121.531,1.57348703737341,scooter,246,13.420524102042712,2024-09-02 09:34:00,2024-09-02 10:10:17.636888970,2024-09-02 11:37:00,High,clear,City,1
3238727,31.10596,121.52288,31.09531,121.53105,1.4168594076563923,bike,2621,28.26988310234228,2024-08-05 09:05:00,2024-08-05 09:40:40.046257838,2024-08-05 12:23:00,High,cold,City,1
9033,31.10594,121.52284,31.0954,121.53109,1.4108785712314094,scooter,3443,20.452754763926343,2024-08-11 21:23:00,2024-08-11 21:58:38.610857093,2024-08-11 21:30:00,Low,hot,City,0
2168190,31.10603,121.52279,31.09535,121.53109,1.4264681962610026,ev bike,4236,29.176772256473267,2024-06-14 10:08:00,2024-06-14 10:43:42.352367103,2024-06-14 12:04:00,High,rainy,City,1
3969505,31.10595,121.52273,31.07307,121.52039,3.6628728867463463,ev bike,4467,39.7458029688666,2024-08-22 10:03:00,2024-08-22 10:47:39.089492818,2024-08-22 10:43:00,High,foggy,Highway,0
3513147,31.10605,121.52273,31.07315,121.51894,3.676071258810393,ev bike,4467,9.854457381754923,2024-08-19 17:38:00,2024-08-19 18:22:42.257102114,2024-08-19 18:10:00,Very High,hot,Highway,0
2646534,31.10775,121.52281,31.07347,121.52101,3.815613711633266,bike,4467,39.445752249848255,2024-09-16 17:28:00,2024-09-16 18:13:15.747290791,2024-09-16 17:53:00,Very High,foggy,Highway,0
1903585,31.10605,121.52281,31.07289,121.51938,3.70166133486304,van,4467,14.67613662895531,2024-07-10 10:04:00,2024-07-10 10:48:48.398720366,2024-07-10 11:35:00,High,rainy,Highway,1
3234663,31.10597,121.52287,31.13254,121.51864,2.9817630928710352,bike,74,56.01672357806726,2024-07-11 12:04:00,2024-07-11 12:45:55.623142287,2024-07-11 13:28:00,Medium,stormy,City,1
3251275,31.10772,121.52288,31.13245,121.51805,2.7880234988356922,ev van,74,48.43715495797257,2024-09-21 10:29:00,2024-09-21 11:10:09.125639721,2024-09-21 11:27:00,High,cold,City,1
946950,31.10774,121.52291,31.13027,121.51959,2.525077931266118,van,74,23.521084363967677,2024-10-16 09:22:00,2024-10-16 10:02:06.018703503,2024-10-16 10:20:00,High,clear,City,1
3806535,31.10771,121.52283,31.13225,121.51905,2.7523458956654037,scooter,74,11.300491832288575,2024-10-11 14:02:00,2024-10-11 14:43:00.563014960,2024-10-11 14:47:00,Medium,rainy,City,1
202314,31.10774,121.52299,31.13023,121.51958,2.5217536922397454,truck,74,8.552017550806525,2024-09-19 09:28:00,2024-09-19 10:08:05.220886137,2024-09-19 10:26:00,High,hot,City,1
965179,31.10784,121.52286,31.13059,121.51932,2.5520310451660637,van,74,37.69877111616872,2024-10-09 13:43:00,2024-10-09 14:23:12.487450839,2024-10-09 14:28:00,Medium,cold,City,1
1246904,31.10787,121.52289,31.13223,121.51894,2.734681867874793,ev bike,74,24.709050494058854,2024-09-05 13:43:00,2024-09-05 14:23:56.323648290,2024-09-05 14:20:00,Medium,rainy,City,0
2854977,31.10592,121.52276,31.13045,121.51918,2.748819102140377,van,74,38.463735508838,2024-06-20 14:22:00,2024-06-20 15:02:59.716584512,2024-06-20 15:07:00,Medium,clear,City,1
1387186,31.10774,121.52294,31.13274,121.51854,2.8112500314758027,ev bike,74,56.817720790908915,2024-09-09 17:51:00,2024-09-09 18:32:14.700007554,2024-09-09 19:06:00,Very High,clear,City,1
2677949,31.10771,121.52293,31.13142,121.51965,2.6548562117871413,ev van,74,14.076524787924713,2024-10-14 14:43:00,2024-10-14 15:23:37.165490828,2024-10-14 15:43:00,Medium,hot,City,1
1619213,31.10776,121.52296,31.13259,121.51803,2.8005707022937956,truck,74,7.470455756437236,2024-10-02 08:50:00,2024-10-02 09:31:12.136968549,2024-10-02 09:41:00,Very High,stormy,City,1
4253094,31.10592,121.5228,31.1325,121.51793,2.9916982858754118,bike,74,27.91273071337938,2024-08-16 14:34:00,2024-08-16 15:15:58.007588611,2024-08-16 15:31:00,Medium,cold,City,1
4468285,31.10603,121.52288,31.13018,121.51956,2.7038915450510004,ev van,74,41.59456265025407,2024-08-11 12:17:00,2024-08-11 12:57:48.933970813,2024-08-11 13:20:00,Medium,stormy,City,1
1901571,31.10775,121.52284,31.1325,121.518,2.7903739588615695,truck,74,11.632740649847223,2024-09-06 12:04:00,2024-09-06 12:45:09.689750127,2024-09-06 13:10:00,Medium,rainy,City,1
2282209,31.10772,121.52281,31.1325,121.51802,2.7928830752671208,van,74,25.6434088020076,2024-10-04 09:23:00,2024-10-04 10:04:10.291938064,2024-10-04 10:08:00,High,rainy,City,1
2199168,31.106,121.52287,31.13013,121.51966,2.700477989342666,ev van,74,44.831593235467004,2024-08-16 14:32:00,2024-08-16 15:12:48.114717441,2024-08-16 15:42:00,Medium,hot,City,1
168166,31.10592,121.52274,31.13045,121.51917,2.7487012435434526,bike,74,1.6836262509638382,2024-06-13 14:35:00,2024-06-13 15:15:59.688298452,2024-06-13 17:27:00,Medium,clear,City,1
2202111,31.10784,121.52289,31.13038,121.5195,2.5270233976409515,truck,74,28.52710208109611,2024-10-23 08:29:00,2024-10-23 09:09:06.485615432,2024-10-23 14:16:00,Very High,rainy,City,1
4468637,31.10787,121.52286,31.13026,121.51965,2.5083366331244434,ev van,74,17.38533827353861,2024-09-15 12:08:00,2024-09-15 12:48:02.000791948,2024-09-15 12:32:00,Medium,foggy,City,0
4394122,31.10776,121.52296,31.13017,121.51967,2.5114823165094715,van,74,26.929861812431913,2024-09-26 11:11:00,2024-09-26 11:51:02.755755962,2024-09-26 11:50:00,Medium,clear,City,0
4504305,31.1078,121.52284,31.13258,121.51808,2.7924181957889878,ev bike,74,35.344548860007166,2024-10-06 08:46:00,2024-10-06 09:27:10.180366990,2024-10-06 09:28:00,Very High,stormy,City,1
1978884,31.10788,121.52296,31.13259,121.518,2.787899063241034,van,74,28.318620632995422,2024-09-11 09:42:00,2024-09-11 10:23:09.095775176,2024-09-11 10:55:00,High,cold,City,1
1386178,31.10784,121.52282,31.1302,121.51967,2.504335377420352,scooter,74,10.630352369049639,2024-09-05 13:41:00,2024-09-05 14:21:01.040490580,2024-09-05 14:34:00,Medium,foggy,City,1
1942273,31.10591,121.52287,31.13052,121.51914,2.7594472990612773,truck,74,17.94366076961772,2024-06-12 12:18:00,2024-06-12 12:59:02.267351775,2024-06-12 14:16:00,Medium,rainy,City,1
4144474,31.10599,121.52284,31.13028,121.51953,2.7192422532824496,ev van,74,45.64413134414067,2024-08-07 11:08:00,2024-08-07 11:48:52.618140786,2024-08-07 12:32:00,Medium,clear,City,1
76773,31.10593,121.52284,31.13284,121.51857,3.0197374783835405,ev bike,74,29.872223495883254,2024-06-14 12:04:00,2024-06-14 12:46:04.736994811,2024-06-14 13:06:00,Medium,foggy,Highway,1
629428,31.10787,121.52289,31.13089,121.51966,2.5781080533461895,bike,74,37.220159940046635,2024-09-24 08:36:00,2024-09-24 09:16:18.745932802,2024-09-24 09:41:00,Very High,rainy,City,1
2969426,31.106,121.52281,31.13011,121.51957,2.698593299563151,scooter,74,28.74230655753411,2024-06-11 17:06:00,2024-06-11 17:46:47.662391895,2024-06-11 18:27:00,Very High,stormy,City,1
955279,31.1078,121.5229,31.13028,121.5196,2.5193238815408394,van,74,36.77181369639824,2024-09-16 09:13:00,2024-09-16 09:53:04.637731569,2024-09-16 10:11:00,High,clear,City,1
858052,31.10602,121.52289,31.13018,121.51953,2.705443412190855,ev bike,74,19.453807942783474,2024-07-25 11:34:00,2024-07-25 12:14:49.306418925,2024-07-25 12:28:00,Medium,clear,City,1
1817166,31.10602,121.52277,31.13028,121.51952,2.7152721762544534,scooter,74,14.11778141425305,2024-07-09 15:06:00,2024-07-09 15:46:51.665322302,2024-07-09 16:20:00,High,stormy,City,1
3687044,31.10775,121.52292,31.13245,121.51919,2.769371041803689,ev van,74,36.11921269773665,2024-10-29 11:07:00,2024-10-29 11:48:04.649050032,2024-10-29 12:05:00,Medium,foggy,City,1
799696,31.10776,121.52288,31.13056,121.51933,2.557667841351097,van,74,41.34475480868072,2024-09-06 14:02:00,2024-09-06 14:42:13.840281922,2024-09-06 15:06:00,Medium,cold,City,1
